TransactionID,CustomerID,Product,Category,Region,SalesAmount,Cost,Quantity,TransactionDate,Profit
50,4005,Smartphone,Accessories,West,613.37,394.03,3,2024-01-27,219.34000000000003
51,3734,Monitor,Accessories,West,979.94,111.65,9,2023-09-05,868.2900000000001
52,4005,Keyboard,Accessories,South,453.35,42.39,7,2023-04-15,410.96000000000004
53,1562,Laptop,Accessories,East,312.2,360.6,7,2023-02-21,-48.400000000000034
54,2899,Keyboard,Accessories,East,81.76,584.26,5,2023-09-15,-502.5
55,4638,Mouse,Accessories,South,373.99,31.19,3,2024-04-29,342.8
56,2267,Smartphone,Electronics,West,926.34,709.9,5,2024-02-10,216.44000000000005
57,3879,Smartphone,Accessories,North,1361.1,420.38,3,2024-09-22,940.7199999999999
58,2528,Monitor,Accessories,North,243.46,486.48,3,2023-01-04,-243.02
59,4202,Tablet,Electronics,East,1381.12,335.85,1,2024-07-17,1045.27
60,4556,Monitor,Electronics,East,550.81,648.98,4,2024-01-02,-98.17000000000007
61,4890,Keyboard,Electronics,West,668.9,299.24,9,2023-01-07,369.65999999999997
62,1646,Mouse,Electronics,North,579.22,187.74,6,2023-01-01,391.48
63,3068,Laptop,Accessories,East,642.48,1072.06,6,2023-12-05,-429.5799999999999
64,3888,Monitor,Accessories,West,425.83,486.95,6,2024-11-28,-61.120000000000005
65,3214,Tablet,Electronics,North,1062.98,120.01,5,2024-12-02,942.97
66,2297,Monitor,Electronics,South,1149.37,299.48,2,2023-12-16,849.8899999999999
67,3435,Smartphone,Accessories,East,1243.51,392.63,5,2024-09-17,850.88
68,1600,Keyboard,Accessories,South,544.87,930.49,3,2024-12-06,-385.62
69,3363,Keyboard,Accessories,North,1158.71,56.04,2,2023-02-24,1102.67
70,3061,Keyboard,Accessories,West,974.63,589.55,4,2024-09-20,385.08000000000004
71,1241,Keyboard,Electronics,West,1438.98,507.0,9,2023-09-27,931.98
72,3041,Keyboard,Accessories,North,665.94,1163.03,7,2023-09-29,-497.0899999999999
73,3824,Keyboard,Electronics,South,1488.85,240.69,9,2024-03-05,1248.1599999999999
74,4417,Laptop,Electronics,West,1123.57,764.61,3,2024-01-12,358.9599999999999
75,3612,Tablet,Electronics,East,1175.6,266.57,2,2024-01-22,909.03
76,3945,Keyboard,Accessories,South,87.27,671.65,9,2024-09-01,-584.38
77,2363,Tablet,Electronics,South,771.23,679.42,6,2024-01-22,91.81000000000006
78,3139,Mouse,Accessories,East,816.09,118.16,4,2023-06-18,697.9300000000001
79,2390,Keyboard,Electronics,North,108.87,564.05,4,2023-06-06,-455.17999999999995
80,4003,Monitor,Accessories,West,502.59,569.55,6,2024-02-28,-66.95999999999998
81,2478,Keyboard,Electronics,South,1435.68,403.39,7,2024-10-21,1032.29
82,4499,Smartphone,Electronics,West,667.86,354.28,5,2023-10-04,313.58000000000004
83,3556,Laptop,Accessories,West,320.72,292.43,8,2023-05-28,28.29000000000002
84,1775,Monitor,Accessories,South,794.34,36.95,1,2023-04-01,757.39
85,1034,Monitor,Electronics,North,98.96,32.13,1,2024-07-09,66.82999999999998
86,3253,Smartphone,Electronics,South,798.18,720.05,4,2023-04-24,78.13
87,4152,Keyboard,Accessories,North,911.69,371.01,8,2024-08-23,540.6800000000001
88,2955,Laptop,Electronics,East,568.66,226.43,8,2023-01-02,342.22999999999996
89,2585,Monitor,Accessories,North,1155.74,831.14,6,2024-05-15,324.6
90,4943,Laptop,Accessories,North,246.79,648.82,5,2023-06-20,-402.0300000000001
91,4459,Monitor,Electronics,South,1323.37,1100.5,2,2024-03-16,222.8699999999999
92,4073,Keyboard,Accessories,West,1435.4,1002.29,5,2024-08-22,433.1100000000001
93,2021,Mouse,Electronics,West,51.79,880.27,5,2023-08-13,-828.48
94,4461,Monitor,Accessories,North,1271.95,178.1,2,2023-05-27,1093.8500000000001
95,3613,Mouse,Accessories,North,783.85,809.32,8,2024-08-24,-25.470000000000027
96,2129,Monitor,Electronics,South,719.04,841.89,5,2024-03-23,-122.85000000000002
97,4843,Tablet,Accessories,North,396.08,923.1,5,2024-03-05,-527.02
98,4893,Keyboard,Electronics,South,698.62,337.87,1,2024-11-11,360.75
99,2500,Smartphone,Accessories,East,1428.12,779.15,1,2023-11-19,648.9699999999999
100,1702,Mouse,Accessories,North,355.64,753.39,1,2023-04-01,-397.75
101,3449,Smartphone,Accessories,East,309.61,480.81,8,2023-01-14,-171.2
102,3777,Keyboard,Accessories,North,400.75,806.3,2,2023-05-28,-405.54999999999995
103,2579,Smartphone,Electronics,North,850.16,131.43,8,2024-04-15,718.73
104,1161,Keyboard,Accessories,East,1398.93,782.9,6,2024-02-13,616.0300000000001
105,1201,Smartphone,Accessories,East,882.13,739.04,5,2024-01-19,143.09000000000003
106,2981,Mouse,Accessories,South,403.05,276.43,6,2024-01-23,126.62
107,1995,Tablet,Electronics,South,688.66,987.31,4,2023-02-26,-298.65
108,3317,Smartphone,Electronics,East,616.08,1053.06,3,2024-05-28,-436.9799999999999
109,4934,Mouse,Electronics,North,117.53,276.27,4,2024-07-31,-158.73999999999998
110,1815,Monitor,Electronics,South,790.43,118.87,9,2023-12-11,671.56
111,4342,Keyboard,Accessories,North,232.71,736.18,8,2023-03-28,-503.4699999999999
112,1455,Laptop,Accessories,West,1271.25,591.5,8,2024-02-09,679.75
113,4533,Laptop,Accessories,South,846.0,530.29,1,2023-09-02,315.71000000000004
114,4798,Keyboard,Electronics,South,1274.68,920.38,5,2024-08-23,354.30000000000007
115,2275,Tablet,Electronics,South,1436.26,1164.51,6,2023-02-21,271.75
116,2016,Smartphone,Accessories,West,1417.62,588.87,9,2024-12-15,828.7499999999999
117,4773,Tablet,Accessories,East,195.62,37.2,6,2023-07-28,158.42000000000002
118,3343,Laptop,Accessories,North,1419.98,727.63,1,2023-05-23,692.35
119,4796,Mouse,Electronics,West,1203.83,795.14,1,2024-09-18,408.68999999999994
120,3767,Keyboard,Accessories,East,1177.6,998.78,7,2024-07-27,178.81999999999994
121,4820,Keyboard,Accessories,South,180.69,263.31,3,2024-06-29,-82.62
122,1337,Tablet,Electronics,East,310.3,643.46,7,2024-09-24,-333.16
123,1878,Mouse,Electronics,East,1463.99,553.14,5,2023-04-14,910.85
124,2076,Tablet,Accessories,East,359.39,807.4,1,2023-02-13,-448.01
125,1791,Smartphone,Electronics,North,295.13,104.81,8,2024-12-03,190.32
126,4993,Monitor,Accessories,East,575.41,1064.3,9,2023-11-29,-488.89
127,3264,Mouse,Accessories,East,1374.37,628.05,6,2023-09-04,746.3199999999999
128,1763,Monitor,Accessories,East,740.48,1056.14,2,2024-06-13,-315.6600000000001
129,3235,Smartphone,Accessories,East,1384.85,428.08,9,2024-04-09,956.77
130,1379,Monitor,Electronics,West,534.79,794.62,2,2023-10-28,-259.83000000000004
131,1492,Laptop,Electronics,West,378.47,1149.37,6,2024-09-11,-770.8999999999999
132,4112,Monitor,Electronics,East,768.04,1133.75,4,2024-06-21,-365.71000000000004
133,2180,Smartphone,Accessories,East,942.44,1134.6,6,2024-01-03,-192.15999999999985
134,3062,Monitor,Accessories,East,617.67,80.25,4,2023-07-25,537.42
135,4884,Keyboard,Accessories,South,551.74,501.53,3,2023-12-23,50.210000000000036
136,1064,Tablet,Electronics,East,366.19,101.11,8,2023-11-27,265.08
137,4928,Laptop,Electronics,East,448.76,392.09,5,2024-08-30,56.670000000000016
138,4910,Keyboard,Accessories,West,1026.02,234.26,1,2023-10-07,791.76
139,3568,Keyboard,Electronics,West,586.32,755.56,8,2024-03-17,-169.2399999999999
140,2367,Smartphone,Electronics,West,165.65,943.47,3,2024-05-15,-777.82
141,2152,Tablet,Electronics,North,250.33,630.62,4,2024-03-09,-380.28999999999996
142,3027,Tablet,Electronics,South,589.95,960.7,9,2023-07-19,-370.75
143,3695,Mouse,Accessories,East,1390.53,44.99,3,2024-07-04,1345.54
144,2495,Laptop,Electronics,West,599.59,989.96,5,2023-07-19,-390.37
145,4134,Smartphone,Accessories,North,137.93,238.68,8,2024-01-02,-100.75
146,2162,Laptop,Electronics,East,656.09,569.3,6,2024-11-01,86.79000000000008
147,2522,Mouse,Accessories,East,1019.79,547.83,3,2023-12-05,471.9599999999999
148,3640,Monitor,Accessories,West,910.71,1051.59,8,2024-02-24,-140.87999999999988
149,1391,Keyboard,Electronics,East,454.26,1160.2,5,2024-11-09,-705.94
150,2698,Laptop,Accessories,East,1047.73,328.49,6,2023-10-04,719.24
151,1418,Keyboard,Accessories,East,964.41,108.87,3,2023-02-23,855.54
152,3336,Smartphone,Electronics,West,299.65,791.11,8,2023-06-13,-491.46000000000004
153,1378,Monitor,Accessories,North,285.11,618.32,4,2024-10-16,-333.21000000000004
154,2796,Smartphone,Electronics,East,843.42,691.88,9,2024-01-21,151.53999999999996
155,4561,Monitor,Accessories,North,1006.19,84.14,5,2023-03-17,922.0500000000001
156,3278,Monitor,Electronics,East,1444.77,937.11,1,2024-02-26,507.65999999999997
157,4065,Keyboard,Electronics,West,661.8,301.85,9,2024-07-30,359.94999999999993
158,3088,Smartphone,Electronics,North,1159.16,421.88,8,2023-08-18,737.2800000000001
159,4099,Smartphone,Electronics,West,218.96,297.17,5,2023-11-02,-78.21000000000001
160,3182,Laptop,Electronics,South,1339.93,1136.76,3,2023-04-27,203.17000000000007
161,1200,Smartphone,Accessories,East,968.01,227.4,9,2023-08-28,740.61
162,2863,Laptop,Accessories,South,962.09,886.81,7,2024-05-20,75.28000000000009
163,1779,Tablet,Electronics,South,256.54,317.52,8,2024-06-16,-60.97999999999996
164,3977,Tablet,Accessories,South,107.4,527.16,3,2023-02-26,-419.76
165,4104,Tablet,Accessories,East,1067.1,1195.39,6,2024-10-20,-128.2900000000002
166,4119,Mouse,Accessories,West,219.73,147.67,4,2023-01-29,72.06
167,1502,Smartphone,Electronics,South,234.11,1061.19,3,2024-03-09,-827.08
168,3454,Mouse,Electronics,North,321.88,1136.88,4,2023-08-06,-815.0000000000001
169,4645,Smartphone,Accessories,East,191.73,846.93,2,2024-06-29,-655.1999999999999
170,2751,Laptop,Electronics,West,956.82,41.66,5,2024-04-10,915.1600000000001
171,1804,Mouse,Electronics,West,661.91,990.33,8,2024-07-19,-328.4200000000001
172,3146,Mouse,Accessories,South,435.84,1062.26,5,2024-06-27,-626.4200000000001
173,3731,Mouse,Electronics,East,689.09,1177.69,2,2024-05-18,-488.6
174,2895,Monitor,Electronics,South,1274.0,1012.0,7,2024-01-23,262.0
175,3773,Laptop,Electronics,North,1394.27,551.34,8,2024-06-25,842.93
176,2570,Tablet,Electronics,West,756.84,835.72,4,2023-12-17,-78.88
177,1960,Laptop,Electronics,West,871.79,597.6,3,2023-11-21,274.18999999999994
178,4810,Monitor,Accessories,East,422.94,443.03,8,2024-06-24,-20.089999999999975
179,3660,Smartphone,Electronics,West,794.72,762.92,2,2024-01-31,31.800000000000068
180,2485,Laptop,Electronics,East,1134.77,930.7,7,2023-03-20,204.06999999999994
181,3690,Mouse,Accessories,South,763.6,774.0,8,2024-04-27,-10.399999999999977
182,4840,Tablet,Accessories,North,488.01,997.1,5,2023-11-05,-509.09000000000003
183,2028,Tablet,Electronics,East,893.95,236.36,7,2024-02-23,657.59
184,4289,Smartphone,Accessories,South,1422.65,467.22,9,2023-08-23,955.4300000000001
185,1502,Laptop,Electronics,North,1337.58,395.73,8,2024-03-11,941.8499999999999
186,3814,Monitor,Accessories,West,1165.4,257.13,5,2024-03-12,908.2700000000001
187,1397,Smartphone,Electronics,North,450.5,548.51,4,2023-05-26,-98.00999999999999
188,1870,Laptop,Accessories,North,400.26,1139.01,3,2023-06-15,-738.75
189,3842,Keyboard,Electronics,North,1265.88,659.47,6,2024-08-20,606.4100000000001
190,1392,Tablet,Accessories,West,312.91,365.09,4,2023-06-15,-52.17999999999995
191,1206,Monitor,Electronics,East,928.14,444.25,4,2024-07-20,483.89
192,2038,Mouse,Electronics,East,686.45,747.3,7,2024-01-30,-60.84999999999991
193,2881,Monitor,Electronics,North,728.58,442.71,5,2023-09-10,285.87000000000006
194,4625,Mouse,Accessories,South,709.09,659.87,1,2024-07-18,49.22000000000003
195,3939,Monitor,Accessories,South,1354.93,350.77,5,2024-02-13,1004.1600000000001
196,2484,Tablet,Electronics,North,176.29,434.74,6,2024-03-21,-258.45000000000005
197,4762,Mouse,Electronics,North,1185.21,855.7,1,2024-10-15,329.51
198,4646,Laptop,Electronics,South,1260.77,714.0,3,2023-02-16,546.77
199,1863,Mouse,Electronics,North,1417.17,139.38,6,2023-04-05,1277.79
200,3790,Smartphone,Accessories,North,706.27,1168.62,7,2024-05-03,-462.3499999999999
201,4312,Laptop,Accessories,East,775.09,87.72,7,2024-12-23,687.37
202,1563,Smartphone,Accessories,East,1443.88,127.04,7,2024-10-13,1316.8400000000001
203,2020,Monitor,Electronics,North,714.75,850.62,9,2023-09-20,-135.87
204,1095,Laptop,Electronics,North,780.15,858.38,2,2024-03-08,-78.23000000000002
205,2923,Monitor,Accessories,West,531.77,52.15,3,2024-10-15,479.62
206,2757,Keyboard,Accessories,East,95.86,782.02,7,2024-10-15,-686.16
207,3532,Monitor,Accessories,North,677.93,68.91,6,2024-11-21,609.02
208,4478,Monitor,Accessories,West,999.88,1154.1,1,2023-08-31,-154.2199999999999
209,3278,Smartphone,Electronics,West,1050.42,844.49,7,2024-10-15,205.93000000000006
210,3796,Mouse,Electronics,West,59.44,248.3,2,2023-11-29,-188.86
211,2678,Keyboard,Electronics,West,1211.53,214.98,4,2024-09-03,996.55
212,4242,Monitor,Accessories,East,764.0,696.5,7,2023-04-18,67.5
213,1540,Monitor,Electronics,West,805.08,771.22,4,2023-11-17,33.860000000000014
214,2059,Keyboard,Accessories,East,1444.53,1002.55,6,2024-04-18,441.98
215,3572,Keyboard,Accessories,West,462.47,1086.89,9,2024-12-08,-624.4200000000001
216,2183,Laptop,Accessories,West,1154.4,489.26,5,2023-09-29,665.1400000000001
217,4910,Smartphone,Accessories,South,883.43,1017.58,3,2024-04-17,-134.1500000000001
218,2722,Keyboard,Accessories,East,1066.16,664.58,6,2024-04-11,401.58000000000004
219,4314,Keyboard,Electronics,South,655.84,580.58,4,2024-02-08,75.25999999999999
220,4157,Tablet,Electronics,South,454.85,847.8,9,2023-08-12,-392.94999999999993
221,2819,Mouse,Electronics,West,841.88,150.74,2,2023-04-22,691.14
222,3625,Keyboard,Accessories,East,593.66,340.5,5,2024-03-30,253.15999999999997
223,3729,Smartphone,Electronics,North,373.22,985.61,9,2023-10-15,-612.39
224,3604,Mouse,Accessories,West,1266.89,619.77,7,2024-03-28,647.1200000000001
225,2597,Mouse,Electronics,East,739.96,1092.41,5,2023-12-07,-352.45000000000005
226,4060,Monitor,Accessories,South,1278.61,133.78,8,2023-06-07,1144.83
227,3693,Monitor,Accessories,East,737.35,396.69,2,2024-10-21,340.66
228,1795,Monitor,Electronics,West,857.36,445.99,4,2023-07-05,411.37
229,2051,Monitor,Accessories,East,1493.16,524.58,6,2023-01-29,968.58
230,2643,Tablet,Electronics,South,1429.68,1184.58,7,2024-02-12,245.10000000000014
231,4627,Keyboard,Electronics,East,443.95,393.48,8,2023-01-27,50.46999999999997
232,2363,Monitor,Electronics,East,1309.55,636.86,4,2024-06-16,672.6899999999999
233,4869,Laptop,Accessories,South,616.09,657.2,9,2023-04-02,-41.110000000000014
234,2981,Monitor,Accessories,West,153.31,931.83,7,2023-06-21,-778.52
235,2354,Keyboard,Accessories,North,884.88,635.91,2,2023-04-24,248.97000000000003
236,2663,Monitor,Accessories,South,1466.73,738.71,9,2023-04-08,728.02
237,2529,Tablet,Electronics,South,1462.75,911.39,7,2023-09-12,551.36
238,3038,Smartphone,Accessories,West,233.37,148.32,5,2023-01-22,85.05000000000001
239,4419,Smartphone,Electronics,West,1168.29,1157.26,3,2024-07-07,11.029999999999973
240,2496,Keyboard,Electronics,East,1214.11,1020.18,9,2023-05-01,193.92999999999995
241,4302,Smartphone,Accessories,South,584.68,484.86,7,2023-07-30,99.81999999999994
242,3237,Smartphone,Accessories,East,1004.96,882.25,3,2024-12-02,122.71000000000004
243,4296,Laptop,Electronics,East,757.83,921.92,5,2024-10-09,-164.08999999999992
244,2408,Keyboard,Accessories,West,380.44,1024.79,3,2024-01-21,-644.3499999999999
245,2400,Keyboard,Electronics,West,1153.83,250.33,3,2023-10-11,903.4999999999999
246,2306,Smartphone,Accessories,East,430.99,853.33,7,2023-02-22,-422.34000000000003
247,3680,Smartphone,Accessories,South,543.65,69.01,9,2024-10-02,474.64
248,3675,Smartphone,Electronics,South,325.53,165.23,5,2024-08-13,160.29999999999998
249,1972,Mouse,Electronics,East,1092.94,938.0,4,2024-04-05,154.94000000000005
250,2768,Tablet,Electronics,North,715.15,981.21,4,2024-12-21,-266.06000000000006
251,2282,Monitor,Accessories,North,692.89,723.15,3,2023-11-04,-30.25999999999999
252,4430,Tablet,Accessories,West,926.62,710.57,8,2023-11-29,216.04999999999995
253,1709,Keyboard,Accessories,South,278.03,906.93,1,2023-08-01,-628.9
254,2479,Laptop,Electronics,East,1352.32,1090.12,3,2024-06-19,262.20000000000005
255,2434,Monitor,Electronics,East,724.41,522.7,2,2023-07-09,201.70999999999992
256,1648,Laptop,Accessories,South,581.46,164.34,7,2023-07-03,417.12
257,1317,Mouse,Electronics,West,233.7,1011.63,6,2023-08-02,-777.9300000000001
258,4748,Keyboard,Accessories,West,293.53,429.72,1,2023-04-03,-136.19000000000005
259,4296,Mouse,Electronics,North,1384.52,186.53,3,2024-02-12,1197.99
260,4890,Keyboard,Accessories,South,712.09,749.1,4,2024-09-11,-37.00999999999999
261,2257,Laptop,Accessories,South,1097.17,706.36,7,2024-12-16,390.81000000000006
262,1683,Laptop,Accessories,East,166.75,584.87,3,2023-10-03,-418.12
263,1663,Laptop,Electronics,South,983.02,1035.96,4,2023-02-03,-52.940000000000055
264,2998,Keyboard,Electronics,North,1386.2,348.5,7,2023-09-02,1037.7
265,4898,Smartphone,Accessories,South,484.95,45.49,4,2024-09-30,439.46
266,4445,Laptop,Accessories,East,889.75,408.46,9,2023-11-05,481.29
267,4743,Mouse,Accessories,North,1413.32,41.36,6,2024-10-15,1371.96
268,2631,Monitor,Accessories,East,1093.02,666.0,2,2024-12-05,427.02
269,2495,Keyboard,Accessories,South,140.37,472.55,1,2024-02-21,-332.18
270,4304,Mouse,Accessories,West,599.17,982.31,8,2024-01-15,-383.14
271,4763,Tablet,Electronics,South,174.37,963.17,3,2023-02-19,-788.8
272,2136,Tablet,Electronics,South,1298.91,538.53,7,2023-08-27,760.3800000000001
273,2853,Monitor,Electronics,East,951.41,283.29,4,2023-08-23,668.1199999999999
274,2520,Smartphone,Electronics,West,1436.75,524.24,3,2023-11-15,912.51
275,3489,Laptop,Accessories,South,78.65,780.34,9,2024-07-15,-701.69
276,1563,Keyboard,Accessories,North,663.48,252.54,6,2023-04-03,410.94000000000005
277,2291,Mouse,Accessories,North,201.33,934.46,6,2023-11-26,-733.13
278,4581,Laptop,Electronics,East,558.21,416.76,6,2024-02-24,141.45000000000005
279,4878,Mouse,Electronics,East,284.74,1120.65,3,2024-04-06,-835.9100000000001
280,4457,Keyboard,Accessories,West,526.75,628.89,6,2023-12-08,-102.13999999999999
281,4458,Tablet,Electronics,East,1237.93,1021.14,4,2023-08-30,216.79000000000008
282,4184,Laptop,Electronics,West,283.01,750.59,2,2024-08-31,-467.58000000000004
283,2636,Monitor,Accessories,South,736.81,678.88,3,2024-04-20,57.92999999999995
284,4696,Smartphone,Accessories,North,1386.3,828.09,4,2024-09-03,558.2099999999999
285,3999,Monitor,Accessories,North,1498.23,979.44,1,2024-04-28,518.79
286,4152,Smartphone,Electronics,North,413.43,784.07,7,2024-02-29,-370.64000000000004
287,1698,Mouse,Accessories,East,1406.57,962.77,5,2023-08-15,443.79999999999995
288,3160,Laptop,Accessories,East,429.01,252.84,9,2023-06-04,176.17
289,1001,Laptop,Accessories,South,649.62,354.69,6,2024-06-25,294.93
290,1641,Smartphone,Electronics,East,1322.99,298.78,8,2023-06-09,1024.21
291,3267,Tablet,Electronics,West,1189.96,964.01,9,2023-07-30,225.95000000000005
292,2589,Keyboard,Accessories,North,1293.36,130.77,6,2024-12-25,1162.59
293,1854,Monitor,Accessories,South,1210.37,961.16,7,2024-08-03,249.20999999999992
294,2759,Mouse,Electronics,West,390.84,485.18,6,2024-10-22,-94.34000000000003
295,4296,Monitor,Electronics,West,860.25,123.02,6,2024-05-03,737.23
296,3432,Monitor,Accessories,East,608.61,526.58,2,2023-09-13,82.02999999999997
297,4474,Mouse,Electronics,East,716.58,381.59,5,2023-02-25,334.99000000000007
298,2661,Mouse,Accessories,North,273.24,722.58,6,2023-06-08,-449.34000000000003
299,2153,Laptop,Accessories,South,507.86,582.86,5,2023-04-05,-75.0
300,2076,Monitor,Electronics,West,1293.59,377.23,4,2023-08-27,916.3599999999999
301,2707,Keyboard,Accessories,East,1351.46,1038.85,6,2024-11-13,312.6100000000001
302,3777,Keyboard,Accessories,East,934.72,505.98,6,2023-08-04,428.74
303,2695,Smartphone,Electronics,South,772.49,580.71,8,2024-03-13,191.77999999999997
304,2733,Mouse,Accessories,South,1083.62,1020.56,8,2023-05-26,63.059999999999945
305,2439,Laptop,Electronics,East,932.84,134.2,1,2024-05-22,798.6400000000001
306,3294,Keyboard,Accessories,East,1476.33,486.17,2,2023-05-04,990.1599999999999
307,1835,Tablet,Accessories,North,325.63,501.34,1,2024-12-01,-175.70999999999998
308,4510,Laptop,Electronics,South,701.11,610.12,7,2023-11-28,90.99000000000001
309,1202,Laptop,Electronics,West,1381.45,154.16,8,2023-09-25,1227.29
310,4255,Keyboard,Electronics,East,1376.37,150.11,3,2024-08-27,1226.2599999999998
311,1122,Tablet,Electronics,East,768.25,517.21,3,2023-07-08,251.03999999999996
312,1400,Smartphone,Electronics,East,245.47,68.64,7,2024-08-05,176.82999999999998
313,1766,Keyboard,Electronics,East,1231.69,328.33,8,2023-05-24,903.3600000000001
314,1293,Tablet,Accessories,North,898.49,265.38,6,2023-05-08,633.11
315,3327,Laptop,Electronics,South,1171.09,602.58,8,2024-06-07,568.5099999999999
316,4908,Tablet,Accessories,East,720.66,43.06,2,2024-12-25,677.5999999999999
317,3931,Laptop,Electronics,South,345.63,820.61,7,2023-12-28,-474.98
318,4681,Keyboard,Accessories,West,84.78,1031.04,5,2024-07-25,-946.26
319,1197,Mouse,Accessories,West,860.75,856.89,6,2024-08-29,3.8600000000000136
320,4029,Keyboard,Electronics,West,283.52,987.15,7,2023-03-13,-703.63
321,2930,Monitor,Accessories,West,321.35,782.68,9,2024-09-13,-461.3299999999999
322,4582,Monitor,Accessories,South,682.64,623.62,7,2023-10-09,59.01999999999998
323,3799,Monitor,Accessories,West,691.01,286.26,1,2024-02-28,404.75
324,3191,Keyboard,Electronics,West,447.86,357.16,5,2024-03-14,90.69999999999999
325,1608,Smartphone,Electronics,East,241.29,401.72,4,2024-09-15,-160.43000000000004
326,4272,Keyboard,Accessories,East,1420.18,74.48,8,2023-06-08,1345.7
327,2147,Mouse,Electronics,East,240.88,1098.31,7,2024-12-23,-857.43
328,1186,Tablet,Electronics,North,558.62,1083.35,4,2023-09-08,-524.7299999999999
329,4397,Keyboard,Accessories,East,492.06,156.1,3,2023-11-23,335.96000000000004
330,3511,Keyboard,Accessories,West,1306.19,681.33,6,2024-09-16,624.86
331,4420,Laptop,Electronics,South,644.59,577.14,8,2024-05-31,67.45000000000005
332,2794,Laptop,Electronics,West,229.86,829.59,3,2024-10-14,-599.73
333,1659,Laptop,Electronics,South,64.88,735.53,5,2023-12-04,-670.65
